individual_id,age,gender,education_level,vocational_training_completed,employment_status,years_in_camp,ngo_livelihood_program_participation,access_to_microfinance,access_to_savings_group,owns_business,number_of_dependents,digital_skills_level,movement_restriction_perceived,access_to_market_opportunities,primary_employment_barrier,job_search_duration_months,monthly_income_kes,financial_stability_score
11432,20,Female,Secondary,Yes,Unemployed,1,Yes,No,No,No,1,Medium,High,Fair,Low Market Demand,12,2058.0,22.0
11433,23,Female,College,Yes,Employed,6,Yes,No,No,No,2,Low,High,Fair,Low Market Demand,12,13294.0,100.0
11434,30,Female,College,Yes,Employed,6,Yes,Yes,No,Yes,5,Low,High,Poor,Low Market Demand,7,15336.0,94.0
11435,29,Male,Secondary,No,Employed,2,No,No,No,No,0,High,Low,Poor,No Work Permit,12,5124.0,40.0
11436,35,Female,Secondary,Yes,Unemployed,16,No,No,No,No,0,Low,High,Good,Discrimination,2,5064.0,46.0
11437,18,Male,Secondary,Yes,Unemployed,3,No,No,No,Yes,2,High,Moderate,Poor,Limited Education,7,0.0,18.0
11438,24,Female,University,No,Self-employed,7,Yes,No,Yes,Yes,3,Low,High,Good,Discrimination,12,12284.0,80.0
11439,29,Male,College,Yes,Employed,7,Yes,Yes,Yes,No,3,Low,High,Poor,Movement Restriction,4,6781.0,49.0
11440,27,Female,University,No,Unemployed,4,No,No,Yes,Yes,1,Low,Moderate,Poor,Low Market Demand,5,10081.0,62.0
11441,29,Male,Tvet,No,Self-employed,14,No,No,No,Yes,1,Low,Moderate,Fair,Discrimination,11,13910.0,100.0
11442,28,Male,Secondary,No,Self-employed,17,No,No,Yes,Yes,4,Low,High,Poor,No Work Permit,12,13385.0,84.0
11443,21,Male,Secondary,Yes,Unemployed,6,No,No,No,No,0,Low,High,Good,Movement Restriction,4,3051.0,44.0
11444,23,Female,College,Yes,Unemployed,4,No,No,Yes,No,0,Low,High,Poor,Limited Education,4,9352.0,70.0
11445,26,Female,University,Yes,Self-employed,17,No,No,Yes,No,3,Medium,High,Fair,Movement Restriction,12,19475.0,100.0
11446,27,Female,Secondary,Yes,Employed,9,No,No,Yes,No,3,High,Moderate,Fair,Movement Restriction,9,17157.0,100.0
11447,22,Male,Tvet,No,Unemployed,17,Yes,No,No,Yes,2,Medium,High,Good,Lack of Capital,12,0.0,22.0
11448,30,Female,University,Yes,Unemployed,4,No,No,No,No,1,Low,Moderate,Good,Discrimination,8,10619.0,67.0
11449,26,Male,University,No,Employed,19,Yes,No,Yes,No,1,Low,Low,Poor,Low Market Demand,12,17039.0,99.0
11450,19,Male,Secondary,Yes,Unemployed,19,No,Yes,No,Yes,2,High,Low,Poor,Low Market Demand,1,6844.0,48.0
11451,35,Male,Unknown,Yes,Unemployed,11,No,No,No,No,4,Medium,Moderate,Good,Lack of Capital,12,1275.0,39.0
11452,18,Male,Unknown,Yes,Self-employed,11,No,No,Yes,Yes,1,Medium,High,Fair,Low Market Demand,12,10700.0,72.0
11453,29,Male,University,No,Employed,2,No,Yes,No,No,4,Low,Moderate,Poor,Movement Restriction,6,14348.0,69.0
11454,27,Female,College,No,Employed,16,Yes,Yes,Yes,No,5,Low,Low,Poor,Lack of Capital,12,9405.0,58.0
11455,19,Male,Tvet,No,Self-employed,6,No,No,No,Yes,2,Medium,Low,Poor,Movement Restriction,12,11504.0,88.0
11456,26,Male,Unknown,No,Self-employed,8,Yes,Yes,No,Yes,4,High,Moderate,Fair,Limited Education,12,9103.0,60.0
11457,19,Other,College,Yes,Unemployed,15,No,No,No,Yes,0,Low,Low,Good,Lack of Capital,12,3275.0,53.0
11458,31,Male,Tvet,No,Unemployed,8,No,Yes,Yes,No,3,Medium,Moderate,Fair,Discrimination,12,9678.0,80.0
11459,28,Female,Unknown,Yes,Employed,11,No,No,No,Yes,2,Low,Moderate,Fair,Discrimination,12,10012.0,85.0
11460,28,Male,Primary,No,Unemployed,1,Yes,Yes,No,No,5,Low,Low,Good,Lack of Capital,12,0.0,46.0
11461,34,Female,Secondary,Yes,Self-employed,5,No,No,No,No,4,Low,High,Poor,No Work Permit,12,12783.0,77.0
11462,21,Male,College,No,Self-employed,8,Yes,Yes,No,No,4,Medium,Moderate,Fair,Low Market Demand,12,10318.0,70.0
11463,30,Female,University,Yes,Employed,17,No,No,Yes,No,4,Medium,High,Poor,Movement Restriction,12,16339.0,96.0
11464,24,Female,Secondary,No,Unemployed,11,No,No,No,No,0,Low,High,Fair,Lack of Capital,10,5456.0,36.0
11465,33,Other,Tvet,No,Unemployed,5,No,No,Yes,No,0,High,Moderate,Fair,No Work Permit,12,973.0,25.0
11466,18,Female,Unknown,No,Unemployed,18,No,No,No,No,4,High,High,Fair,No Work Permit,12,1537.0,35.0
11467,30,Male,University,No,Self-employed,3,Yes,No,No,No,1,Medium,High,Good,Discrimination,12,16292.0,100.0
11468,18,Female,Primary,No,Employed,5,No,Yes,No,No,1,Low,Low,Fair,Movement Restriction,12,10770.0,76.0
11469,28,Female,Unknown,No,Employed,18,No,No,No,No,3,High,Moderate,Poor,Discrimination,12,17105.0,100.0
11470,23,Male,Primary,Yes,Unemployed,9,Yes,No,Yes,No,2,Medium,High,Fair,Lack of Capital,12,4563.0,32.0
11471,20,Female,Secondary,Yes,Self-employed,5,Yes,No,No,Yes,2,Medium,High,Good,Limited Education,12,11274.0,83.0
11472,29,Female,Secondary,No,Employed,18,No,Yes,No,No,5,Low,Low,Poor,Low Market Demand,12,13397.0,83.0
11473,22,Female,University,Yes,Unemployed,1,Yes,Yes,No,No,3,Medium,Low,Good,No Work Permit,12,11349.0,89.0
11474,26,Female,Secondary,Yes,Unemployed,14,Yes,No,No,No,0,Low,High,Poor,Limited Education,12,4117.0,24.0
11475,29,Male,Primary,No,Self-employed,6,No,No,Yes,No,0,Low,Low,Fair,Low Market Demand,12,12685.0,100.0
11476,27,Male,College,No,Employed,16,Yes,Yes,Yes,Yes,0,Low,High,Poor,Discrimination,12,21008.0,100.0
11477,22,Male,University,No,Employed,7,No,Yes,No,No,1,Low,Moderate,Good,Movement Restriction,12,6834.0,54.0
11478,22,Male,Unknown,Yes,Self-employed,15,Yes,No,No,No,4,Medium,High,Poor,No Work Permit,12,4332.0,52.0
11479,26,Male,Secondary,No,Unemployed,5,No,No,Yes,Yes,1,Low,Moderate,Good,Discrimination,7,6570.0,55.0
11480,34,Male,Unknown,Yes,Employed,9,No,No,No,No,2,Low,High,Fair,Low Market Demand,11,10125.0,87.0
11481,27,Female,Tvet,No,Unemployed,16,No,No,No,No,1,High,Moderate,Poor,Lack of Capital,7,6509.0,50.0
11482,18,Male,Unknown,No,Self-employed,6,Yes,No,Yes,No,5,Medium,Moderate,Poor,Limited Education,10,7027.0,61.0
11483,33,Male,College,No,Self-employed,16,No,No,No,No,3,Medium,Moderate,Poor,Discrimination,12,16065.0,99.0
11484,32,Female,Tvet,Yes,Employed,1,No,Yes,Yes,No,2,Low,Low,Good,Low Market Demand,7,14552.0,100.0
11485,34,Male,Tvet,Yes,Unemployed,6,No,No,No,No,2,Low,High,Poor,Lack of Capital,12,10968.0,75.0
11486,30,Female,Secondary,No,Unemployed,5,No,Yes,Yes,No,4,Low,High,Poor,Limited Education,1,654.0,15.0
11487,18,Male,Tvet,No,Self-employed,10,No,No,No,No,0,Low,Moderate,Poor,Low Market Demand,4,8285.0,58.0
11488,25,Male,Unknown,No,Self-employed,16,No,No,No,Yes,4,Low,High,Poor,Low Market Demand,12,12358.0,70.0
11489,22,Female,University,Yes,Employed,3,No,No,No,No,0,High,Moderate,Fair,Movement Restriction,12,19246.0,100.0
11490,23,Female,Secondary,Yes,Unemployed,4,Yes,No,Yes,No,2,Medium,High,Fair,Movement Restriction,12,2483.0,49.0
11491,31,Male,College,No,Unemployed,10,Yes,No,No,No,2,Low,High,Fair,Low Market Demand,12,4508.0,59.0
11492,28,Male,Unknown,Yes,Employed,9,No,Yes,Yes,No,5,Low,Moderate,Poor,Lack of Capital,12,10351.0,71.0
11493,23,Male,Primary,No,Self-employed,9,Yes,No,Yes,No,4,Medium,Low,Poor,No Work Permit,9,3916.0,39.0
11494,28,Male,University,No,Unemployed,11,No,Yes,Yes,No,4,Medium,Moderate,Poor,Limited Education,11,6240.0,58.0
11495,30,Female,Primary,Yes,Unemployed,6,Yes,No,No,No,4,Low,Moderate,Good,Movement Restriction,12,614.0,28.0
11496,29,Female,Unknown,Yes,Self-employed,16,Yes,Yes,No,No,4,Medium,High,Good,Lack of Capital,8,10139.0,67.0
11497,19,Male,Primary,Yes,Employed,8,No,No,Yes,Yes,2,Low,High,Fair,Lack of Capital,11,6858.0,53.0
11498,20,Female,Secondary,Yes,Employed,2,Yes,No,No,No,3,Medium,Moderate,Poor,No Work Permit,12,13237.0,85.0
11499,21,Male,Primary,Yes,Unemployed,15,No,No,No,No,5,Low,Moderate,Poor,No Work Permit,12,6050.0,57.0
11500,34,Male,Secondary,No,Unemployed,10,Yes,Yes,No,No,5,Medium,High,Good,Lack of Capital,12,919.0,21.0
11501,23,Female,University,No,Employed,5,No,Yes,No,No,5,Low,High,Good,Movement Restriction,5,18298.0,100.0
11502,24,Male,University,No,Employed,16,No,No,Yes,No,2,Low,Moderate,Fair,Lack of Capital,5,13779.0,100.0
11503,32,Male,University,No,Unemployed,6,Yes,No,No,No,0,Medium,Moderate,Fair,Limited Education,4,5496.0,51.0
11504,28,Female,Secondary,Yes,Employed,3,No,No,No,No,0,Low,Moderate,Good,Discrimination,2,12125.0,81.0
11505,20,Female,University,Yes,Unemployed,17,No,Yes,Yes,No,4,Medium,High,Poor,No Work Permit,7,7905.0,54.0
11506,23,Female,Secondary,No,Employed,13,Yes,No,Yes,No,2,Low,Low,Poor,Movement Restriction,7,8601.0,82.0
11507,19,Female,Secondary,No,Unemployed,16,No,No,No,No,2,Low,Moderate,Good,Movement Restriction,3,9711.0,86.0
11508,31,Male,University,No,Employed,6,No,No,Yes,No,3,Medium,Low,Poor,Discrimination,7,9541.0,74.0
11509,26,Female,Secondary,No,Unemployed,16,No,No,No,No,5,Low,High,Fair,Limited Education,12,3990.0,41.0
11510,35,Female,College,No,Unemployed,13,Yes,No,No,Yes,1,Low,Low,Good,Lack of Capital,8,12670.0,67.0
11511,29,Female,Secondary,Yes,Employed,16,Yes,No,No,Yes,3,Medium,Low,Fair,Discrimination,12,19757.0,100.0
11512,30,Female,Primary,No,Unemployed,4,Yes,No,No,No,5,Low,Low,Fair,Movement Restriction,2,1755.0,18.0
11513,29,Male,Unknown,No,Unemployed,5,No,No,Yes,Yes,2,Low,High,Poor,Discrimination,7,2951.0,38.0
11514,29,Male,Secondary,Yes,Unemployed,4,No,No,No,No,3,Medium,High,Fair,Limited Education,12,4772.0,36.0
11515,35,Female,University,Yes,Unemployed,1,Yes,No,No,No,5,Medium,High,Fair,Movement Restriction,12,6835.0,43.0
11516,26,Female,Unknown,Yes,Self-employed,15,No,Yes,Yes,Yes,2,Medium,Moderate,Good,Limited Education,1,1381.0,42.0
11517,34,Female,Secondary,No,Unemployed,14,No,No,Yes,Yes,0,Low,Moderate,Fair,Limited Education,8,4516.0,22.0
11518,33,Male,Unknown,Yes,Unemployed,4,No,Yes,No,No,0,Low,Low,Good,No Work Permit,12,4091.0,39.0
11519,34,Male,Secondary,Yes,Unemployed,10,Yes,No,No,Yes,1,Low,High,Poor,Movement Restriction,7,3722.0,37.0
11520,25,Male,Unknown,Yes,Unemployed,6,No,No,No,Yes,3,Medium,High,Fair,Limited Education,7,4949.0,41.0
11521,28,Male,College,Yes,Self-employed,19,Yes,No,No,No,1,High,Moderate,Poor,Limited Education,12,16854.0,100.0
11522,19,Other,University,No,Unemployed,19,Yes,No,Yes,No,0,Low,High,Poor,Limited Education,12,5684.0,33.0
11523,25,Male,Primary,No,Unemployed,5,No,No,Yes,Yes,3,Medium,Moderate,Poor,Limited Education,12,0.0,11.0
11524,29,Female,Unknown,No,Self-employed,3,Yes,No,No,No,5,Medium,Low,Poor,Limited Education,12,3843.0,40.0
11525,18,Female,Secondary,Yes,Unemployed,14,No,No,No,No,5,High,High,Poor,Limited Education,3,2845.0,39.0
11526,30,Female,Primary,No,Unemployed,16,Yes,No,Yes,No,3,Low,Moderate,Poor,Lack of Capital,12,0.0,11.0
11527,34,Female,Secondary,Yes,Employed,3,No,Yes,Yes,No,4,High,Moderate,Poor,Low Market Demand,12,15488.0,100.0
11528,31,Female,Primary,No,Unemployed,13,Yes,No,Yes,Yes,4,Low,High,Fair,Limited Education,12,1001.0,32.0
11529,31,Female,Primary,No,Self-employed,4,No,No,No,No,5,High,Low,Fair,Movement Restriction,12,16677.0,100.0
11530,33,Male,Unknown,No,Unemployed,14,No,Yes,Yes,Yes,2,High,High,Poor,Discrimination,9,0.0,24.0
11531,34,Male,Secondary,Yes,Employed,2,No,No,No,No,2,High,High,Good,Movement Restriction,12,12563.0,83.0
11532,23,Female,Secondary,Yes,Employed,17,Yes,Yes,Yes,No,5,High,Moderate,Poor,Low Market Demand,12,11228.0,87.0
11533,24,Male,Secondary,No,Unemployed,3,No,Yes,No,No,3,High,Moderate,Fair,No Work Permit,12,5685.0,69.0
11534,18,Female,Tvet,Yes,Self-employed,4,No,Yes,Yes,No,1,Medium,Low,Poor,Lack of Capital,5,11771.0,82.0
11535,32,Female,Secondary,No,Self-employed,9,No,No,No,No,4,Medium,Low,Good,Lack of Capital,12,15203.0,86.0
11536,35,Female,Unknown,No,Employed,5,No,No,Yes,No,3,Low,Moderate,Fair,Low Market Demand,9,3622.0,19.0
11537,30,Male,Secondary,Yes,Unemployed,8,No,No,No,No,1,High,High,Fair,Discrimination,12,10224.0,73.0
11538,19,Female,Unknown,No,Self-employed,5,No,No,Yes,No,1,High,Low,Poor,Limited Education,11,13615.0,99.0
11539,32,Male,Tvet,No,Self-employed,18,No,No,No,No,4,Low,Moderate,Fair,Low Market Demand,12,11553.0,88.0
11540,29,Male,Secondary,No,Self-employed,17,No,No,Yes,No,3,Low,High,Good,No Work Permit,12,13896.0,88.0
11541,32,Female,Secondary,Yes,Employed,14,Yes,Yes,No,No,2,Low,High,Poor,Discrimination,12,14547.0,92.0
11542,35,Female,Tvet,No,Unemployed,16,Yes,Yes,Yes,No,0,Low,High,Poor,Discrimination,4,0.0,16.0
11543,31,Female,University,No,Unemployed,7,Yes,No,No,No,4,Low,Low,Fair,Limited Education,4,4921.0,51.0
11544,23,Female,Secondary,Yes,Employed,9,No,Yes,No,No,5,Low,Moderate,Good,No Work Permit,12,18199.0,100.0
11545,29,Female,Unknown,Yes,Employed,7,No,No,No,No,5,High,Low,Fair,Lack of Capital,11,18135.0,100.0
11546,23,Female,College,No,Employed,13,Yes,No,No,No,5,Medium,High,Fair,Movement Restriction,9,13211.0,77.0
11547,26,Male,Primary,No,Unemployed,1,No,No,No,Yes,5,Low,Low,Fair,Low Market Demand,12,1669.0,34.0
11548,21,Male,University,Yes,Unemployed,9,No,No,Yes,No,4,High,High,Fair,Low Market Demand,12,838.0,28.0
11549,34,Female,Tvet,Yes,Self-employed,18,Yes,No,Yes,No,4,Low,High,Fair,Low Market Demand,12,17758.0,100.0
11550,19,Male,Unknown,Yes,Unemployed,8,No,No,No,No,4,Low,Low,Poor,No Work Permit,12,8849.0,73.0
11551,33,Male,Unknown,Yes,Employed,7,Yes,Yes,No,No,0,Low,Moderate,Fair,Limited Education,12,16532.0,89.0
11552,31,Female,Secondary,Yes,Self-employed,6,Yes,No,Yes,No,0,Medium,Moderate,Fair,Low Market Demand,2,3617.0,27.0
11553,25,Female,Tvet,No,Unemployed,7,Yes,No,Yes,No,1,Low,Moderate,Poor,Limited Education,12,6455.0,44.0
11554,31,Female,Unknown,Yes,Employed,8,Yes,No,Yes,No,4,Low,Low,Poor,Lack of Capital,12,18899.0,100.0
11555,19,Female,Secondary,No,Unemployed,5,No,No,No,No,3,Low,High,Poor,Discrimination,12,2159.0,32.0
11556,33,Male,Tvet,No,Unemployed,14,No,No,No,No,1,Low,High,Poor,Movement Restriction,12,10216.0,86.0
11557,21,Male,Unknown,No,Self-employed,11,No,No,No,Yes,1,Medium,High,Fair,Low Market Demand,10,22410.0,100.0
11558,18,Male,Secondary,No,Unemployed,8,No,No,Yes,Yes,2,Low,High,Good,Movement Restriction,12,0.0,36.0
11559,31,Male,University,No,Self-employed,9,No,Yes,No,No,5,Medium,High,Poor,Lack of Capital,7,13234.0,95.0
11560,25,Female,Primary,No,Unemployed,1,Yes,Yes,No,Yes,5,High,High,Good,Discrimination,3,15.0,17.0
11561,20,Male,College,Yes,Unemployed,10,No,No,No,No,0,Medium,High,Poor,Lack of Capital,12,9123.0,63.0
11562,22,Female,Unknown,Yes,Self-employed,3,No,No,Yes,No,1,Low,Low,Poor,Lack of Capital,5,11463.0,70.0
11563,23,Female,Secondary,No,Unemployed,19,No,No,Yes,Yes,1,Medium,Low,Fair,Movement Restriction,4,3241.0,42.0
11564,25,Male,Secondary,Yes,Self-employed,15,No,No,No,No,5,Low,High,Fair,No Work Permit,12,16937.0,100.0
11565,23,Male,Tvet,Yes,Employed,15,No,No,Yes,No,0,Medium,Moderate,Fair,No Work Permit,12,10369.0,55.0
11566,23,Male,University,No,Unemployed,7,No,No,No,No,1,Low,Moderate,Poor,Movement Restriction,12,6665.0,44.0
11567,21,Female,Unknown,Yes,Unemployed,14,No,No,Yes,No,5,Low,High,Poor,Low Market Demand,12,5844.0,42.0
11568,24,Male,Unknown,Yes,Unemployed,8,No,No,No,No,2,Low,High,Poor,Lack of Capital,12,485.0,24.0
11569,24,Female,Secondary,Yes,Self-employed,16,No,No,No,No,5,Low,High,Fair,Lack of Capital,10,12717.0,92.0
11570,20,Male,Secondary,Yes,Unemployed,12,No,Yes,No,Yes,5,High,High,Poor,Discrimination,7,6337.0,55.0
11571,25,Male,Secondary,Yes,Self-employed,14,Yes,No,No,No,3,Medium,High,Good,Limited Education,12,15710.0,93.0
11572,18,Female,Primary,No,Self-employed,15,No,No,Yes,No,5,Low,High,Fair,Limited Education,12,9339.0,62.0
11573,18,Female,Secondary,Yes,Unemployed,17,No,No,Yes,No,0,Low,Moderate,Good,No Work Permit,12,5358.0,40.0
11574,31,Female,College,Yes,Self-employed,13,No,No,Yes,No,4,Low,High,Poor,Movement Restriction,12,13639.0,100.0
11575,23,Female,Secondary,No,Unemployed,9,No,No,No,No,3,Medium,Moderate,Good,Limited Education,12,4018.0,40.0
11576,27,Female,Unknown,Yes,Unemployed,14,No,No,Yes,Yes,0,Low,Moderate,Good,Lack of Capital,2,5612.0,58.0
11577,31,Female,Unknown,No,Self-employed,11,No,No,Yes,No,1,High,Low,Fair,Movement Restriction,1,10585.0,68.0
11578,21,Female,Secondary,No,Unemployed,19,No,No,No,No,5,Medium,Moderate,Fair,Discrimination,12,1934.0,41.0
11579,23,Female,Tvet,No,Unemployed,5,No,No,No,No,0,Low,High,Good,Limited Education,12,9188.0,60.0
11580,33,Male,University,Yes,Employed,1,Yes,No,Yes,No,1,Medium,Low,Fair,Discrimination,12,18803.0,100.0
11581,18,Male,College,No,Self-employed,6,No,Yes,No,No,0,Low,Moderate,Good,Movement Restriction,12,9810.0,58.0
11582,23,Male,University,No,Employed,4,Yes,No,No,No,2,Medium,Moderate,Poor,Low Market Demand,12,15510.0,96.0
11583,26,Female,Primary,Yes,Employed,10,Yes,No,No,No,0,Medium,High,Good,Movement Restriction,12,10728.0,58.0
11584,32,Male,Secondary,Yes,Employed,4,Yes,No,Yes,No,2,Low,Moderate,Good,Low Market Demand,7,15413.0,95.0
11585,29,Female,College,No,Unemployed,17,Yes,Yes,No,No,3,Low,Moderate,Fair,Low Market Demand,12,4307.0,39.0
11586,20,Male,Secondary,No,Employed,1,No,No,Yes,Yes,3,Low,Moderate,Good,No Work Permit,11,14204.0,100.0
11587,28,Male,Primary,No,Self-employed,17,No,Yes,No,No,3,Low,High,Fair,Lack of Capital,6,13378.0,85.0
11588,32,Male,College,No,Unemployed,5,No,No,Yes,No,1,Low,Moderate,Poor,No Work Permit,12,4498.0,45.0
11589,20,Male,Secondary,Yes,Self-employed,15,No,No,Yes,No,1,High,Moderate,Fair,Movement Restriction,12,17626.0,100.0
11590,31,Female,Primary,Yes,Employed,8,No,No,No,No,2,High,Low,Fair,Lack of Capital,12,11169.0,71.0
11591,19,Female,Tvet,No,Employed,1,No,No,Yes,Yes,4,Medium,Moderate,Poor,Low Market Demand,8,11175.0,83.0
11592,21,Male,Secondary,No,Employed,7,Yes,No,Yes,No,1,Low,Low,Fair,Low Market Demand,12,13531.0,86.0
11593,29,Female,Secondary,Yes,Unemployed,17,No,Yes,No,No,2,Medium,High,Poor,No Work Permit,5,5182.0,58.0
11594,19,Male,Unknown,Yes,Employed,10,Yes,No,No,No,0,High,High,Poor,Limited Education,12,12252.0,100.0
11595,34,Female,Secondary,No,Unemployed,10,Yes,Yes,No,No,0,High,Moderate,Fair,No Work Permit,1,3369.0,25.0
11596,20,Female,Tvet,Yes,Self-employed,16,Yes,No,Yes,No,3,Low,Moderate,Fair,Low Market Demand,12,9661.0,62.0
11597,27,Male,Unknown,No,Unemployed,15,No,Yes,Yes,Yes,2,Low,High,Fair,Movement Restriction,4,4386.0,31.0
11598,33,Male,Tvet,No,Employed,10,No,Yes,No,Yes,3,Medium,Low,Good,Limited Education,12,9935.0,69.0
11599,26,Male,Unknown,No,Self-employed,6,No,Yes,No,No,3,Medium,Low,Good,Limited Education,10,6205.0,50.0
11600,28,Female,University,Yes,Unemployed,3,Yes,Yes,Yes,Yes,4,Medium,High,Fair,Lack of Capital,4,7097.0,64.0
11601,32,Male,Secondary,No,Employed,12,No,No,Yes,No,3,High,Moderate,Poor,Lack of Capital,12,14448.0,93.0
11602,20,Male,Secondary,No,Employed,14,No,No,No,No,4,Medium,Low,Fair,No Work Permit,12,8043.0,67.0
11603,33,Male,Unknown,Yes,Unemployed,11,Yes,No,No,No,3,Low,High,Poor,Discrimination,12,2628.0,22.0
11604,29,Male,University,Yes,Self-employed,8,No,No,No,Yes,3,Medium,Low,Poor,Movement Restriction,12,16425.0,98.0
11605,22,Male,Secondary,No,Employed,11,No,No,Yes,No,4,Medium,Moderate,Poor,Low Market Demand,12,12157.0,79.0
11606,24,Male,Primary,No,Self-employed,19,Yes,Yes,Yes,No,5,Low,Low,Good,Discrimination,3,6213.0,47.0
11607,26,Female,Secondary,Yes,Unemployed,10,Yes,No,Yes,No,3,High,High,Fair,Low Market Demand,12,0.0,51.0
11608,35,Male,Primary,Yes,Unemployed,7,No,No,Yes,No,4,Low,High,Poor,Lack of Capital,1,9461.0,69.0
11609,25,Female,Secondary,No,Employed,16,No,No,Yes,No,2,Medium,Low,Poor,Discrimination,8,11444.0,80.0
11610,29,Female,Primary,No,Employed,8,No,No,No,No,2,Low,Low,Poor,Movement Restriction,12,14663.0,100.0
11611,19,Female,Secondary,No,Employed,14,Yes,No,Yes,No,0,Medium,Moderate,Fair,Discrimination,12,9166.0,72.0
11612,27,Female,University,No,Self-employed,17,Yes,No,No,No,0,Low,Moderate,Poor,Limited Education,12,11326.0,73.0
11613,26,Female,Tvet,No,Unemployed,18,No,No,No,No,4,Low,High,Poor,Low Market Demand,9,5576.0,44.0
11614,25,Female,Unknown,No,Self-employed,4,No,No,No,No,4,Medium,Moderate,Good,Discrimination,12,12024.0,79.0
11615,18,Male,Unknown,No,Self-employed,19,No,No,Yes,No,0,High,Low,Poor,Low Market Demand,12,5556.0,35.0
11616,23,Male,Secondary,Yes,Unemployed,12,No,Yes,Yes,No,3,Medium,Low,Fair,No Work Permit,12,6885.0,60.0
11617,29,Male,Secondary,No,Unemployed,14,No,No,Yes,No,4,High,Moderate,Fair,Limited Education,8,1332.0,24.0
11618,34,Male,Unknown,No,Self-employed,7,Yes,Yes,Yes,No,1,Low,High,Good,No Work Permit,12,15653.0,96.0
11619,19,Female,College,No,Employed,19,Yes,Yes,No,No,2,Medium,High,Good,Lack of Capital,12,15045.0,100.0
11620,28,Female,Secondary,Yes,Self-employed,7,No,No,No,No,2,Low,Moderate,Fair,Limited Education,12,10506.0,73.0
11621,35,Male,Unknown,No,Employed,10,No,No,No,No,4,Medium,Low,Fair,No Work Permit,12,9749.0,74.0
11622,28,Female,Secondary,No,Unemployed,16,No,No,No,No,2,Low,Low,Poor,Lack of Capital,8,8516.0,71.0
11623,35,Female,Secondary,Yes,Unemployed,11,No,Yes,No,No,0,Medium,High,Poor,No Work Permit,12,2467.0,36.0
11624,25,Female,Secondary,Yes,Unemployed,15,Yes,No,No,No,5,Low,High,Fair,Movement Restriction,12,6141.0,55.0
11625,32,Female,University,Yes,Self-employed,10,No,Yes,Yes,No,4,Medium,Moderate,Good,Discrimination,12,18047.0,100.0
11626,26,Male,Secondary,Yes,Employed,16,No,No,Yes,No,0,Medium,Moderate,Poor,Movement Restriction,2,10561.0,64.0
11627,32,Female,Tvet,Yes,Unemployed,18,No,Yes,Yes,Yes,2,Medium,Low,Fair,Low Market Demand,12,11624.0,85.0
11628,24,Female,University,No,Employed,7,No,No,No,Yes,5,Medium,Moderate,Fair,Low Market Demand,12,8906.0,45.0
11629,30,Female,Tvet,Yes,Unemployed,13,Yes,No,No,No,5,Low,Low,Good,Limited Education,12,4306.0,64.0
11630,30,Male,Unknown,No,Unemployed,16,No,No,No,No,4,Low,High,Good,No Work Permit,12,8317.0,64.0
11631,18,Male,College,Yes,Self-employed,18,No,No,Yes,No,0,Low,Moderate,Poor,Low Market Demand,12,13907.0,76.0
11632,21,Female,Unknown,No,Employed,13,No,No,No,No,3,Low,Moderate,Poor,Limited Education,9,10104.0,71.0
11633,21,Female,Unknown,No,Self-employed,10,No,No,No,Yes,1,Low,Moderate,Fair,Discrimination,11,7043.0,47.0
11634,21,Male,College,No,Employed,14,No,Yes,No,No,0,Low,Moderate,Poor,Movement Restriction,12,13321.0,96.0
11635,30,Male,Secondary,No,Unemployed,18,No,No,Yes,No,1,High,Moderate,Fair,Lack of Capital,12,1120.0,14.0
11636,19,Female,College,No,Employed,7,Yes,Yes,No,No,4,Low,High,Good,Discrimination,12,18031.0,100.0
11637,32,Male,Unknown,No,Unemployed,9,Yes,No,Yes,No,3,Low,Low,Poor,Lack of Capital,1,6266.0,42.0
11638,21,Male,University,No,Employed,2,No,Yes,Yes,Yes,3,Medium,Low,Poor,Movement Restriction,12,17069.0,100.0
11639,23,Male,Secondary,No,Unemployed,19,No,No,No,No,5,Medium,High,Poor,Movement Restriction,9,4755.0,36.0
11640,20,Male,Secondary,No,Employed,6,No,Yes,No,Yes,0,Low,Low,Poor,Lack of Capital,4,12709.0,85.0
11641,24,Male,Unknown,No,Unemployed,3,No,No,No,No,1,Medium,Low,Fair,Movement Restriction,5,6971.0,43.0
11642,23,Male,Secondary,No,Self-employed,10,No,No,No,Yes,3,Low,High,Poor,Lack of Capital,3,15500.0,94.0
11643,20,Female,Unknown,Yes,Self-employed,4,Yes,No,Yes,Yes,4,Low,High,Poor,Movement Restriction,7,16324.0,91.0
11644,21,Female,College,No,Self-employed,3,Yes,Yes,No,No,4,Low,Low,Good,Lack of Capital,12,15481.0,100.0
11645,27,Female,University,No,Self-employed,11,Yes,No,No,No,4,Low,Moderate,Poor,Lack of Capital,12,21793.0,100.0
11646,26,Female,College,Yes,Unemployed,17,No,No,No,No,1,High,Moderate,Fair,Low Market Demand,6,12777.0,99.0
11647,23,Female,College,No,Employed,6,Yes,No,Yes,No,5,High,Moderate,Poor,Movement Restriction,12,12424.0,86.0
11648,28,Male,Unknown,No,Unemployed,4,No,Yes,No,No,4,High,High,Poor,Low Market Demand,12,1068.0,32.0
11649,24,Male,Tvet,Yes,Self-employed,6,No,No,Yes,No,0,Low,High,Good,Low Market Demand,12,13511.0,83.0
